Author,Title,Value,Length,HD_D,Average_TFIDF
Blok,Девушка розовой калитки и муравьиный царь,0.125,21631,0.9168796132595413,0.0003119676496874335
Blok,"Ни сны, ни явь",0.08247422680412371,6580,0.9173629008596138,0.00022391241903267154
Blok,"Сказка о той, которая не поймет её",0.043478260869565216,6546,0.8342619653414198,0.00017828586062120015
Blok,Сограждане,0.07246376811594203,5919,0.8930607888330565,0.00018174551219679632
Bryusov,Алтарь победы,0.17845611975344874,864973,0.8944869452557427,0.00030993068581756255
Bryusov,Бемоль,0.07017543859649122,11798,0.8762704577807201,0.00016293109430582232
Bryusov,В башне,0.19801980198019806,9158,0.873097392873017,0.0001886312519318192
Bryusov,В зеркале,0.17391304347826084,22392,0.8447384255227919,0.00021378101363118737
Bryusov,В подземной тюрьме,0.1568627450980392,21733,0.8938973015557456,0.0001609340105181091
Bryusov,Восстание машин,0.13636363636363635,15114,0.9027353078390261,0.00024286547973511842
Bryusov,Гора Звезды,0.1586469747498809,134312,0.8936274361479961,0.00024328440912539385
Bryusov,Декадент,0.15033112582781458,108306,0.8897224631879664,0.00022978007950893488
Bryusov,Дитя и безумец,0.02803738317757009,6129,0.8613129969064275,0.00013472630889865882
Bryusov,За себя или за другую,0.25,16788,0.8702819623975833,0.00013847050701802874
Bryusov,Защита,0.11650485436893206,12320,0.8439319257759379,0.00018739157094391825
Bryusov,Моцарт,0.22308892355694224,113652,0.8988129301753983,0.000153104309014389
Bryusov,Мраморная головка,0.16666666666666666,7268,0.8413608150428673,0.0001607139851725605
Bryusov,Ночное путешествие,0.08333333333333333,8480,0.9014489659854228,0.00021462481760227412
Bryusov,Обручение Даши,0.1797676008202324,112360,0.9109509396067726,0.000216081093739337
Bryusov,Огненный ангел,0.20626702997275204,630611,0.8926181149600241,0.0002962748492840135
Turgenev,Первая любовь,0.12679083094555876,118428,0.864077718088404,0.00023743255890034065
Bryusov,Под Старым мостом,0.10666666666666667,27906,0.8995268599374797,0.00012749725723268314
Bryusov,Последние мученики,0.15705128205128205,23131,0.9069646150804526,0.0002742682541652886
Bryusov,Последние страницы из дневника женщины,0.20726172465960666,100402,0.8635672134111951,0.0001875918619457169
Bryusov,Предсмертный бред Вергилия,0.10743801652892562,10666,0.9289330262044192,0.0002128085795739244
Bryusov,"Рассказы Маши, с реки Мологи, под городом Устюжна",0.09395973154362416,9686,0.8651993491360163,0.00016941386877794567
Bryusov,Республика Южного Креста,0.09848484848484848,45367,0.920798602113706,0.0002915624370913234
Bryusov,Рея Сильвия,0.125,57522,0.8984117900865937,0.00021114552940897874
Bryusov,Семь земных соблазнов,0.14516129032258066,76222,0.9011064890728675,0.0003035756597147875
Bryusov,Сестры,0.2283813747228381,27379,0.882634796812499,0.00020479823048700382
Bryusov,"Теперь, - когда я проснулся...",0.10674157303370786,18008,0.8696231661042737,0.00024900834184303695
Bryusov,Через пятнадцать лет,0.1822429906542056,18752,0.8841969937524975,0.00012442256354243996
Bryusov,"Элули, сын Элули",0.1232876712328767,17786,0.9009399801216318,0.00014083891335606966
Bryusov,Юпитер поверженный,0.1828125,292589,0.8885021526313819,0.0002803323745407002
Chekhov,Агафья,0.17717717717717718,18893,0.8990524764404311,0.000157422072144384
Chekhov,Альбом,0.23214285714285715,3823,0.8824817466717464,0.00014835762353500675
Chekhov,Анна на шее,0.1598173515981735,24707,0.8717201904010329,0.00020045534501919612
Chekhov,Анюта,0.22302158273381292,7439,0.9038325803841408,0.00013727565636660567
Chekhov,Аптекарша,0.2443438914027149,9357,0.9063395209230336,0.0001373074936974797
Chekhov,Ариадна,0.2124248496993988,50766,0.8683420577762098,0.0002310831063547613
Chekhov,Архиерей,0.21563342318059303,29506,0.8844397361596941,0.00020764933235075671
Chekhov,"Ах, зубы",0.39325842696629215,3999,0.8940793354182104,0.0001279440636055192
Chekhov,Бабы,0.19020172910662825,23964,0.8801793989105737,0.00021548778122255764
Chekhov,Баран и барышня,0.1826086956521739,3534,0.8779763985791104,0.00012794137431512145
Chekhov,Барыня,0.31756756756756754,34893,0.8889183466037655,0.0001966646367576795
Chekhov,Беглец,0.21,13130,0.8775077246880524,0.00013892583830398794
Chekhov,Беда 1886,0.32432432432432434,6909,0.8861010600106612,0.00018944341428521193
Chekhov,Беда 1887,0.1870967741935484,11647,0.8665892898191491,0.00015595953167885307
Chekhov,Беззащитное существо,0.3630952380952381,8579,0.8889276048809714,0.000134376988819378
Chekhov,Белолобый,0.16981132075471694,10006,0.8622136859485389,0.0001512714761640503
Chekhov,Беседа пьяного с трезвым чёртом,0.14285714285714285,3549,0.9040945689961168,0.00015613064743565694
Chekhov,Брак по расчёту,0.2827586206896552,7500,0.903206237917705,0.00019011006965226316
Chekhov,Брожение умов,0.456,6568,0.9049197150854269,0.00017056116860093175
Chekhov,Бумажник,0.16666666666666666,4885,0.8902201599076414,0.00014539055491189607
Chekhov,В аптеке,0.21238938053097345,7294,0.8999321598452209,0.0001476317877948289
Chekhov,В вагоне,0.3423728813559322,9392,0.9040836431405133,0.00019011764756826822
Chekhov,В овраге,0.2179616548940464,71316,0.8881039138429303,0.00026306122699243725
Chekhov,В потёмках,0.32142857142857145,7844,0.8940011688278615,0.00017820722963769715
Chekhov,В ссылке,0.2653846153846154,16854,0.8774306533422669,0.00021305576237421492
Chekhov,В суде,0.1780821917808219,12519,0.9081396774770922,0.00023381303858627936
Chekhov,Ванька,0.12195121951219512,7194,0.8934497274414018,0.00020305407906009103
Chekhov,Ведьма,0.2863961813842482,21733,0.8968712074154388,0.00018656599062045825
Chekhov,Верочка,0.2252559726962457,24224,0.8869338751820974,0.0002105298566299919
Chekhov,Винт,0.21367521367521367,6579,0.8950650038747595,0.00012882420564261485
Chekhov,Вишнёвый сад,0.19367209971236815,86929,0.906440699366003,0.00016449468788471913
Chekhov,Водевиль,0.27167630057803466,6799,0.8945491075148705,0.00016592664588767242
Chekhov,Володя,0.22865013774104684,23420,0.8737349998236729,0.00015372598044913622
Chekhov,Восклицательный знак,0.1935483870967742,8333,0.8854557625822294,0.00014477098230272124
Chekhov,Враги,0.3796791443850268,25317,0.8911246961529552,0.0001846786021874744
Chekhov,Встреча весны,0.1518987341772152,5870,0.9034532159415379,0.00021846858100797107
Chekhov,Выигрышный билет,0.26356589147286824,8572,0.8857020478052252,0.00018273670465168056
Chekhov,Глупый француз,0.3106060606060606,5822,0.8900739974028946,0.00014931319426105604
Chekhov,Горе,0.3990147783251232,9806,0.8978033032793382,0.00016692821375955137
Chekhov,Гость,0.24074074074074076,7203,0.8996004356205105,0.00016731127956264488
Chekhov,Грешник из Толедо,0.2307692307692308,10660,0.8781306762008337,0.0001265726607617677
Chekhov,Гриша,0.20224719101123595,5586,0.8685122433894796,0.0001286976932004572
Chekhov,Гусев,0.17525773195876287,23799,0.8971261636316961,0.00021334169349827799
Chekhov,Дама с собачкой,0.17475728155339804,30964,0.8612885444726954,0.0001858579088927122
Chekhov,Дачники,0.375,3229,0.8941044640519858,0.00015286936561849889
Chekhov,Дачница,0.21311475409836064,4677,0.8958555971928062,0.00017076676981516817
Chekhov,Два скандала,0.32857142857142857,19513,0.8596625614276621,0.0001740792188024586
Chekhov,Двадцать девятое июня,0.3164179104477612,12655,0.8799074771634535,0.00016129512311786575
Chekhov,День за городом,0.1674641148325359,10898,0.8960051539137424,0.00015403114137194093
Chekhov,Детвора,0.2751322751322751,9328,0.8930507564476906,0.00016801682528784978
Chekhov,Дипломат,0.35,7268,0.8619872389719483,0.00015069441771195898
Chekhov,Добрый знакомый,0.4406779661016949,2371,0.8732756874563871,0.0001442128296548781
Chekhov,Дом с мезонином,0.142433234421365,34618,0.878243277994473,0.00023064508693148696
Chekhov,Дома,0.2145748987854251,17625,0.8835688178189843,0.00021218097968782258
Chekhov,Дополнительные вопросы,0.0,610,0.8346718731599092,8.432538043195761e-05
Chekhov,Дорогая собака,0.3851851851851852,4263,0.8680526314729003,0.00010650135606721039
Chekhov,Дорогие уроки,0.15833333333333333,12051,0.8677364974292419,0.00016102468654454534
Chekhov,Дочь Альбиона,0.3924731182795699,6537,0.894001755495549,0.00013173646601758975
Chekhov,Драма на охоте,0.2360701267141121,340510,0.8902968502457866,0.000284266442961721
Chekhov,Душечка,0.2817460317460317,23473,0.8652727898923518,0.00018882242210128196
Chekhov,Дуэль,0.2218481107369996,194316,0.8868643116218982,0.00022335542407205482
Chekhov,Злоумышленник,0.2405063291139241,6681,0.8866375172842634,0.0001335567823727762
Chekhov,Ионыч,0.1327683615819209,33625,0.8756597668207282,0.00020173729109818975
Chekhov,Каштанка,0.23877068557919626,37612,0.8789619068027411,0.0001980192879922515
Chekhov,Крыжовник,0.16923076923076924,19765,0.8864219879539712,0.00022606792755827787
Chekhov,Лошадиная фамилия,0.2388888888888889,6198,0.8908685158880526,0.00015800672816097168
Chekhov,Налим,0.3562231759656652,8413,0.8986941726448605,0.00016105747679934346
Chekhov,О любви,0.08391608391608392,18241,0.8593770183673579,0.00021015146113372322
Chekhov,Палата №6,0.2478920741989882,102804,0.8879452290372889,0.00024334007799109493
Chekhov,Пересолил,0.25142857142857145,7167,0.8889823820379797,0.00014154473117174607
Chekhov,Смерть чиновника,0.3020833333333333,4602,0.8699943413567872,0.00013130744533854428
Chekhov,Толстый и тонкий,0.35714285714285715,3514,0.8894791037161495,0.0001402197198787141
Chekhov,Тоска,0.2557077625570776,9384,0.898301866918505,0.0001521615007838311
Chekhov,Три сестры,0.21481194261341605,107535,0.8976796931181716,0.00017275010470949633
Chekhov,Хамелеон,0.30985915492957744,5830,0.8881247114941851,0.00015046049739732634
Chekhov,Хирургия,0.48,6144,0.8975543122680559,0.00018240601530332862
Chekhov,Человек в футляре,0.2423076923076923,25113,0.8798775286679809,0.00019731414361299755
Dostoevsky,Ёлка и свадьба,0.0967741935483871,15532,0.8927309470382886,0.00015176373774803946
Dostoevsky,Бедные люди,0.2968377088305489,254072,0.8707021279525362,0.00022010172434169207
Dostoevsky,Белые ночи,0.3488168273444347,101961,0.8547093868811787,0.00018486170986458785
Dostoevsky,Бесы,0.1787347300894015,1300178,0.8975185412274552,0.0002859229907908456
Dostoevsky,Бобок,0.2716297786720322,30227,0.8946606722328941,0.0002555843058247971
Dostoevsky,Братья Карамазовы,0.20770724726566486,1846193,0.888170219231989,0.00026866246968749487
Dostoevsky,Вечный муж,0.23477373256209594,275512,0.8787589006380324,0.00018283181166401624
Dostoevsky,Господин Прохарчин,0.23703703703703705,65535,0.8944976736628134,0.00024308442075075544
Dostoevsky,Два самоубийства,0.16,6566,0.8966766209216757,0.00020041891450446042
Dostoevsky,Двойник,0.18216384376080194,321812,0.8952736036419942,0.00017212300998409126
Dostoevsky,Дневник писателя,0.13583846236907465,1315224,0.8962954253921025,0.00032992272893255745
Dostoevsky,Домовой,0.14666666666666667,5570,0.8685805924921762,0.0001692144022355088
Dostoevsky,Дядюшкин сон,0.3780652115332794,269204,0.891144959603488,0.00022100207685477987
Dostoevsky,Записки из подполья,0.22514409221902015,244923,0.8803160636802884,0.00028952986343754435
Dostoevsky,Игрок,0.21846484165324745,282627,0.8800927303513101,0.0002525319185798562
Dostoevsky,Идиот,0.2240581155188377,1307580,0.8860232039149161,0.0002448687543317839
Dostoevsky,Короткая,0.22597676874340025,80155,0.8487081569198602,0.00021210688195301075
Dostoevsky,Крокодил,0.20303383897316216,71363,0.8962164146419239,0.0002496120718355195
Dostoevsky,Маленький герой,0.1371794871794872,76671,0.8770550182257079,0.00025558346368574435
Dostoevsky,Мальчик у Христа на ёлке,0.2708333333333333,10908,0.8547207542288814,0.00017869529369407528
Dostoevsky,Неточка Незванова,0.2308635917566241,342027,0.8648236206583446,0.00023850318530154133
Dostoevsky,Петербургские сновидения в стихах и в прозе,0.16666666666666666,47952,0.8918940696965744,0.00028581784053544165
Dostoevsky,Подросток,0.1990936780328356,1246059,0.8708339955063962,0.000257587746303647
Dostoevsky,Ползунков,0.4919354838709678,28735,0.8970347413155919,0.00023430926100127589
Dostoevsky,Роман в девяти письмах,0.246031746031746,24147,0.8755279665815289,0.0002186055251459267
Dostoevsky,Село Степанчиково и его обитатели,0.3108375132998936,429077,0.8907130846879951,0.00024640093140069087
Dostoevsky,Скверный анекдот,0.15571955719557196,106389,0.8900696123160221,0.00022696279025047025
Dostoevsky,Слабое сердце,0.3225589225589225,84123,0.870175617663404,0.00013325035939788188
Dostoevsky,Сон смешного человека,0.20408163265306126,44609,0.8304420801582358,0.00019518074640278188
Dostoevsky,Униженные и оскорблённые,0.21658583899127065,727403,0.8632340996470683,0.00022066802952041715
Dostoevsky,Хозяйка,0.2300695559122525,152999,0.8869932101072037,0.00020915845026790982
Dostoevsky,Честный вор,0.2535460992907801,30631,0.8760419851733987,0.00015625697336428806
Dostoevsky,Чужая жена и муж под кроватью,0.4162544169611308,75682,0.8752950995765074,0.00019741816197926728
Gogol,Вечера на хуторе близ Диканьки,0.3136083628896771,402125,0.9104664542203945,0.00032465363200682496
Gogol,Вий,0.17849223946784926,74616,0.9023766736292032,0.0002590759151186635
Tolstoy,Записки сумасшедшего,0.18295739348370926,21833,0.8277864281526067,0.00021063902023090835
Gogol,Коляска,0.13307984790874525,23221,0.9132579735125708,0.0002364298514416818
Gogol,Мёртвые души,0.1982518871672626,757969,0.9067416307026571,0.0002873741900284815
Gogol,Невский проспект,0.2161764705882353,72172,0.9001170135457324,0.00025818790164064664
Gogol,Нос,0.19852941176470587,49608,0.8920041222675169,0.00018987598260253378
Gogol,Ночи на вилле,0.10738255033557048,12165,0.8913494921088253,0.00018622135043497564
Gogol,Ночь перед Рождеством,0.3098712446351931,83226,0.9017527651206871,0.00022995739866153025
Gogol,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",0.30666666666666664,93121,0.8978253906766481,0.00019528022179665115
Gogol,Портрет,0.14770459081836326,114356,0.8949992663746836,0.00026037382866427386
Gogol,Ревизор,0.2358490566037736,138159,0.9028743303448394,0.00017950306912968992
Gogol,Рим,0.12423625254582485,84485,0.9106497062715396,0.0003248025226114949
Gogol,Старосветские помещики,0.16890080428954424,46349,0.8968242389032381,0.00018352333226475683
Gogol,Тарас Бульба,0.2554002541296061,232125,0.9011563554768317,0.0002907009936376034
Gogol,Шинель,0.08311688311688313,65218,0.8884557303464119,0.00018302595962340316
Gorky,Бывшие люди,0.2404482934284259,113351,0.9066290987789233,0.0002476727978872104
Gorky,В людях,0.2850467289719626,1191308,0.9078683810753047,0.00037536545018178574
Gorky,В степи,0.23980815347721826,21630,0.8950271416051342,0.00023543247335641843
Gorky,Вывод,0.1951219512195122,4176,0.8932847307663242,0.00018276660093604456
Gorky,Город жёлтого дьявола,0.27884615384615385,22743,0.9107103577678624,0.0002750882746621404
Gorky,Двадцать шесть и одна,0.2522796352583587,26313,0.8593098220540483,0.00018035922230833843
Gorky,Дело с застёжками,0.20422535211267606,20278,0.8987122112230828,0.00022231215943150983
Tolstoy,Детство,0.149375,191516,0.8866265440906143,0.00027681182137553125
Gorky,Емельян Пиляй,0.3375314861460957,21871,0.8852612842159905,0.00023634571486857227
Gorky,Знахарка,0.16783216783216784,19590,0.9127528411560561,0.00022894586903408039
Gorky,Коновалов,0.24797507788161996,93136,0.8838813966586825,0.000253638282505822
Gorky,Ледоход,0.2737068965517241,38412,0.9137054705851452,0.00027117832273825573
Gorky,Ма-аленькая!...,0.1574074074074074,8182,0.8889369443338111,0.00021002843491870073
Gorky,Макар Чудра,0.3746835443037975,23187,0.865645142427593,0.0001552279942400599
Gorky,Мать,0.30276207742348304,560406,0.9035134350103556,0.000269266985141942
Gorky,Мещане,0.2655357742693987,152175,0.8893457792831521,0.00015838749230494156
Gorky,Мои университеты,0.2484334684850719,223870,0.9067055173801422,0.0003535937095406192
Gorky,На дне,0.3787643588947532,102123,0.8955744678880438,0.0001957419334910692
Gorky,На плотах,0.3572744014732965,23031,0.9087390281282589,0.0002319781103524208
Gorky,Несвоевременные мысли,0.2977558839627805,254186,0.9146730249162587,0.00034740563846127285
Gorky,Озорник,0.24444444444444444,34510,0.8934721117647328,0.00018848538582908925
Gorky,Песня о Буревестнике,0.24,1679,0.8280347712934555,9.452023635629394e-05
Gorky,Песня о соколе,0.1532258064516129,8345,0.8839768837002995,0.00019237223527050784
Gorky,Проходимец,0.2245681381957773,66810,0.883331808909328,0.0002919183790754034
Gorky,Рождение человека,0.18779342723004694,17352,0.9109501311818184,0.00028370293056658884
Gorky,Сказки об Италии,0.24362850971922245,249473,0.9094232241000247,0.00031822771931773334
Herzen,Скуки ради,0.16046511627906976,90016,0.9080806939155737,0.00034253585791151384
Gorky,Старуха Изергиль,0.22827687776141384,40288,0.8588440241135539,0.00021104840202532148
Gorky,Страсти-мордасти,0.25894736842105265,26217,0.8985026230852151,0.0002596151071412944
Gorky,Фома Гордеев,0.2739491969472605,489007,0.8951074251605055,0.00023699654799208187
Gorky,Челкаш,0.27860696517412936,61521,0.90278270451619,0.0001661998456097356
Gorky,Человек,0.611764705882353,11190,0.8714050210151795,0.00021788903433287113
Gorky,Ярмарка в Голтве,0.2366412213740458,21001,0.9196893342506737,0.00026906521674435464
Herzen,Доктор Крупов,0.12723214285714285,56950,0.9081812795228318,0.0002748297275035373
Herzen,Долг прежде всего,0.06622516556291391,130607,0.9026933012355117,0.0002769753288889025
Herzen,Елена,0.1862595419847328,64802,0.8971347330110673,0.00026788244242256695
Herzen,Кто виноват,0.17336462305661485,423226,0.904777793731401,0.0002987870726474967
Herzen,Легенда,0.1066350710900474,52173,0.9003181938770359,0.0002620837409057199
Herzen,Мимоездом,0.16363636363636366,5644,0.8985576853920686,0.00018498470503383913
Herzen,Повреждённый,0.13020833333333334,45485,0.9037062373156752,0.000288362253851825
Herzen,С того берега,0.20371086200231928,352921,0.9149369461486303,0.00033093572274681273
Herzen,Сорока-воровка,0.14383561643835616,46169,0.8913960106731438,0.0002618876403790572
Herzen,Трагедия за стаканом грога,0.1171875,14312,0.8907051133878561,0.00024047221949622652
Lermontov,Ашик-Кериб,0.07964601769911504,15464,0.86969125561344,0.00014049228593509725
Lermontov,Герой нашего времени,0.1776536312849162,281815,0.8911069046615998,0.0002738316211512591
Lermontov,Штосс,0.21021021021021025,26063,0.8935417426235636,0.00016997719403926052
Pushkin,Арап Петра Великого,0.08028169014084507,61810,0.9101026045264058,0.00022800276151451702
Pushkin,Дубровский,0.08774373259052924,136337,0.898273674805851,0.00021525034939454216
Pushkin,Египетские ночи,0.08273381294964029,22339,0.9063261191470475,0.00019974300504345012
Pushkin,История Пугачёва,0.04068441064638783,264917,0.9121749370125284,0.0003015245800006775
Pushkin,История села Горюхина,0.04946996466431095,30950,0.8993155958320121,0.0003151730801690127
Pushkin,Капитанская дочка,0.14616810877626701,211888,0.8896022536364937,0.0002739019116739627
Pushkin,Кирджали,0.0986842105263158,11413,0.8870636908466897,0.0001350081781024513
Pushkin,Пиковая дама,0.14589235127478753,46773,0.8972741064030976,0.00017962679077685478
Pushkin,Повести Белкина,0.09782608695652174,124375,0.8979982065787881,0.0002843365561634623
Pushkin,Рославлев,0.15849056603773584,21420,0.8997622381431349,0.00019523435683324171
Tolstoy,Алёша горшок,0.06578947368421052,10341,0.8272077896022012,0.00012104754485877849
Tolstoy,Альберт,0.15405777166437415,50918,0.874819357641074,0.000151994095752375
Tolstoy,Анна Каренина,0.12603150787696926,1778358,0.8782031420687544,0.00021691778470145777
Tolstoy,Божеское и человеческое,0.14543114543114544,68161,0.8700871802727609,0.00019607747617194957
Tolstoy,Война и мир. Том 1,0.11256876851460007,825013,0.9121446286520519,0.00032121816390619137
Tolstoy,Война и мир. Том 2,0.0873259174914601,855571,0.8936160347484984,0.00024010081431139667
Tolstoy,Война и мир. Том 3,0.10355550948481393,920929,0.9068228874483039,0.00031279386369936925
Tolstoy,Война и мир. Том 4,0.07472231571861326,900279,0.9052104592561631,0.0003072084001611648
Tolstoy,Воскресение,0.09138272376784412,911515,0.8877826137658634,0.00022566228545067493
Tolstoy,Два гусара,0.16997943797121315,110940,0.9021387904567971,0.0002572153694725457
Tolstoy,Декабристы,0.08842897460018814,98385,0.8908409158719915,0.0002671437775285102
Tolstoy,Дьявол,0.09235936188077246,86800,0.8522305254071001,0.00017364051054627924
Tolstoy,Записки маркера,0.15294117647058825,29923,0.8683689470444227,0.00019550707648263632
Tolstoy,Из записок князя Д. Нехлюдова (Люцерн),0.1161137440758294,50013,0.8856967744540679,0.0002687659689292056
Tolstoy,Кавказский пленник,0.09876543209876544,41000,0.8955636566023473,0.0001348232109631877
Tolstoy,Казаки,0.1572407883461868,289853,0.8946182914668531,0.00021374829183693517
Tolstoy,Корней Васильев,0.09343936381709743,31816,0.8714161131342011,0.00019869859953168537
Tolstoy,Крейцерова соната,0.18013734812466986,155398,0.859334126114084,0.00022342539667802392
Tolstoy,Метель,0.18425196850393705,54273,0.8921731945074373,0.00026364797906484595
Tolstoy,Набег,0.0949367088607595,47524,0.8986864435413123,0.0002855763798059389
Tolstoy,Отец Сергий,0.10684474123539232,82925,0.8610206415174712,0.00018842179921483134
Tolstoy,Отрочество,0.1799844840961986,147250,0.8821678640993479,0.00028508421335889984
Tolstoy,Поликуша,0.12327773749093544,106366,0.8914456872122545,0.00023165630031137956
Tolstoy,После бала,0.055,18834,0.853697609270162,0.00021357417017092692
Tolstoy,Праведный судья,0.013157894736842105,4891,0.8141694712780101,8.217936923309226e-05
Tolstoy,Работник Емельян и пустой барабан,0.044715447154471545,13423,0.8451956267313208,0.00010030958177870891
Tolstoy,Разжалованный,0.15833333333333333,49915,0.8733355789701536,0.00022613459458080583
Tolstoy,Рубка леса,0.13875,69084,0.9001841375601073,0.0002736997457856036
Tolstoy,Севастополь в августе 1855 года,0.2016871165644172,120473,0.8993312458959257,0.00025857764785813375
Tolstoy,Севастополь в декабре месяце,0.06719367588932806,30917,0.8923363699119384,0.00023513788953550947
Tolstoy,Севастополь в мае,0.1329479768786127,85974,0.8962497516193285,0.00024287583881106583
Tolstoy,Семейное счастье,0.15605976757055895,165129,0.8301201000803886,0.0002039211192937825
Tolstoy,Смерть Ивана Ильича,0.14925373134328354,109000,0.8630874045375182,0.00018611090819413417
Tolstoy,Три смерти,0.13274336283185842,23645,0.8987437772782274,0.00024765954494573714
Tolstoy,Утро пемещика,0.14770642201834866,98924,0.898106115255204,0.00025534320922926884
Tolstoy,Хаджи-Мурат,0.06646294881588999,231144,0.8867863621648011,0.0001899691914051843
Tolstoy,Хозяин и работник,0.11988847583643122,97008,0.8725568429914126,0.00018657903482802082
Tolstoy,Холстомер,0.09495896834701056,72506,0.8798598869232825,0.00025869825612393415
Tolstoy,Юность,0.11911231884057973,312553,0.8741117399351841,0.0002685683709943814
Tolstoy,Ягоды,0.12550607287449392,22073,0.8987180484474993,0.00023522139914940087
Turgenev,Ася,0.11270296084049665,86784,0.8602732074748125,0.00018857557671790516
Turgenev,Вешние воды,0.21069073238458869,252827,0.8959229170737972,0.00018758587864790846
Turgenev,Дворянское гнездо,0.11386623164763457,304989,0.8921581717640544,0.00021530481849435577
Turgenev,Дым,0.1917083210820347,324062,0.8948268473807188,0.00021612181875856808
Turgenev,Записки охотника,0.17698098762281486,658891,0.910366837842504,0.0003642066082390305
Turgenev,Муму,0.12607944732297066,53532,0.8902768465170487,0.00020015169251605812
Turgenev,Отцы и дети,0.13994107744107745,370304,0.9015733688814923,0.00025499564697633253
Turgenev,Стихотворения в прозе,0.303637713437268,103420,0.903809002055108,0.00032422917182028244
Turgenev,Яков Пасынков,0.14965397923875431,71996,0.8764314228499289,0.00023657017066827904
Rudnev,Время собирать копья,0.15767634854771784,19182,0.921536059714016,0.0001477917559136226
Rudnev,"Жги, еретик!",0.3012048192771085,6165,0.8948138964459289,0.0001416545766327517
Rudnev,Нити,0.09375,6540,0.9147429450750947,0.00016398138324410401
Rudnev,Новый пес старого дома,0.10660124888492416,164632,0.9082160166890406,0.00025348700037628363
Rudnev,Обуза,0.10045366169799093,169254,0.8760831366340092,0.0002627539831379882
Rudnev,Павлин-птица гордая,0.099644128113879,183655,0.89924696321528,0.0002299203584522412
Rudnev,Пиромант поневоле,0.25287356321839083,7391,0.910791290716575,0.00010152690965905718
Rudnev,Церковный дьявол,0.17280453257790368,25959,0.903259356492667,0.0001803434061790311
Rudnev,"Элементально, Вольфгар",0.09863945578231292,33791,0.9169121043296209,0.00020012440042832758
